path,type,size_bytes,lines,package,runtime_or_dev,imports_in_count,imports_out_count,public_symbols,entrypoint,dynamic_reference_risk,side_effect_on_import,network_access,filesystem_write,starts_thread_or_process,qt_dependency,tests_covering_file,responsibility,current_status,proposed_action,destination,confidence,evidence
TerraLab/scene/projection.py,python,5709,216,TerraLab.scene,runtime,7,1,local_sidereal_angle;project_universal_stereo_numpy;project_universal_stereo_point;radec_to_altaz_numpy;unproject_universal_stereo_point,,false,false,false,false,false,false,tests/test_astro_rendering.py;tests/test_diffuse_coords.py;tests/test_s2glc_land_cover.py;tests/test_spherical_math.py;tests/test_terrain_surface_render.py,Projection helpers for sky coordinates and stereographic screen mapping.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence. 1 broad exception handlers.
TerraLab/scene/render_state.py,python,4811,169,TerraLab.scene,runtime,6,2,EarthLayerVisibility;RenderState;resolve_earth_layer_visibility,,false,false,false,false,false,false,tests/architecture/test_import_safety.py;tests/test_diffuse_noise.py;tests/test_milky_way.py;tests/test_offscreen_functional_regressions.py;tests/test_recovered_sky_features.py,Canonical immutable snapshot consumed only inside the Render process.,compatibility_risk,REFACTOR_IN_PLACE,,0.72,Contains compatibility/legacy/deprecation markers.
TerraLab/terrain/README.md,documentation,25557,542,TerraLab.terrain,runtime,0,0,,,false,false,true,false,false,false,,TerraLab terrain runtime.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/terrain/__init__.py,python,28,1,TerraLab.terrain,runtime,6,0,,,false,false,false,false,false,false,tests/architecture/test_boundaries.py;tests/architecture/test_import_safety.py;tests/terrain/test_asc_cache.py;tests/terrain/test_bands.py;tests/terrain/test_elevation_query.py;tests/terrain/test_raster_windows.py;tests/terrain/test_tile_index.py;tests/terrain/test_vectorized_raycast.py;tests/test_adaptive_sampling.py;tests/test_assets_manager_data_sources.py;tests/test_astro_rendering.py;tests/test_bake_process_atomic_save.py;tests/test_copernicus_asset_integration.py;tests/test_copernicus_orthophoto.py;tests/test_copernicus_orthophoto_dialog.py;tests/test_data_layers_ui_contract.py;tests/test_data_sources.py;tests/test_geospatial_providers.py;tests/test_horizon_baker_coverage.py;tests/test_horizon_worker_bortle.py;tests/test_light_pollution_modes.py;tests/test_light_pollution_sampler_crs.py;tests/test_light_pollution_sampler_spatial.py;tests/test_light_pollution_typed_chain.py;tests/test_morell_puig_den_cama.py;tests/test_offscreen_functional_regressions.py;tests/test_onboarding_dem_autolocation.py;tests/test_process_canvas_interactions.py;tests/test_providers.py;tests/test_ray_precision.py;tests/test_s2glc_download.py;tests/test_s2glc_land_cover.py;tests/test_scope_ui_manager.py;tests/test_search_engine.py;tests/test_surface_lod_cache.py;tests/test_surface_mode_switch.py;tests/test_terrain_render_pipeline.py;tests/test_terrain_representation.py;tests/test_terrain_surface_render.py;tests/test_terrain_visibility_range.py;tests/test_tile_cache_load_safety.py;tests/test_worker_data_sources.py,TerraLab terrain runtime.,active_or_unconfirmed,REVIEW_PUBLIC_API,,0.85,Package public surface must be verified before changes.
TerraLab/terrain/asc_cache_builder.py,python,5098,146,TerraLab.terrain,runtime,2,0,main;materialize_asc_caches_spawned;materialize_asc_tile,,false,false,false,true,true,false,tests/terrain/test_asc_cache.py,"Offline, spawn-based materialisation of ESRI ASCII elevation tiles.",compatibility_risk,REFACTOR_IN_PLACE,,0.72,Contains compatibility/legacy/deprecation markers.
TerraLab/terrain/bake_process.py,python,32173,865,TerraLab.terrain,runtime,2,15,build_cli_arguments;main;preview_callback,,true,false,false,true,false,false,tests/terrain/test_vectorized_raycast.py;tests/test_bake_process_atomic_save.py;tests/test_terrain_representation.py,TerraLab terrain runtime.,oversized,SPLIT,,0.90,Productive module has 865 lines (>800 target). 10 broad exception handlers.
TerraLab/terrain/crs.py,python,10801,333,TerraLab.terrain,runtime,29,0,CoordinateFrame;CoordinateTransformService;meridian_convergence_degrees;normalize_crs;transformer_transform,,true,false,false,false,true,false,tests/light_pollution/test_processing.py;tests/terrain/test_raster_windows.py;tests/test_assets_manager_data_sources.py;tests/test_copernicus_asset_integration.py;tests/test_copernicus_orthophoto.py;tests/test_data_sources.py;tests/test_geospatial_providers.py;tests/test_light_pollution_sampler_crs.py;tests/test_light_pollution_sampler_spatial.py;tests/test_light_pollution_typed_chain.py;tests/test_morell_puig_den_cama.py;tests/test_onboarding_dem_autolocation.py;tests/test_s2glc_download.py;tests/test_s2glc_land_cover.py;tests/test_surface_lod_cache.py;tests/test_worker_data_sources.py,"Shared coordinate-reference-system services for terrain data. The current horizon engine still uses ETRS89 / UTM zone 31N as its metric working frame. Providers deliberately receive that frame as an argument, however, so raster implementati",compatibility_risk,REFACTOR_IN_PLACE,,0.72,Contains compatibility/legacy/deprecation markers. 2 broad exception handlers.
TerraLab/terrain/data_sources.py,python,187,4,TerraLab.terrain,runtime,16,1,,,true,false,false,false,false,false,tests/test_assets_manager_data_sources.py;tests/test_copernicus_asset_integration.py;tests/test_data_library.py;tests/test_data_sources.py;tests/test_geospatial_providers.py;tests/test_s2glc_land_cover.py;tests/test_surface_lod_cache.py;tests/test_surface_mode_switch.py;tests/test_worker_data_sources.py,Compatibility exports for the canonical data-source catalogue.,compatibility_risk,REFACTOR_IN_PLACE,,0.72,Contains compatibility/legacy/deprecation markers.
TerraLab/terrain/domain/README.md,documentation,269,7,TerraLab.terrain,runtime,0,0,,,false,false,false,false,false,false,,TerraLab terrain runtime.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/terrain/domain/__init__.py,python,29,1,TerraLab.terrain,runtime,0,0,,,false,false,false,false,false,false,tests/architecture/test_boundaries.py;tests/architecture/test_import_safety.py;tests/terrain/test_bands.py;tests/terrain/test_elevation_query.py;tests/terrain/test_vectorized_raycast.py;tests/test_assets_manager_data_sources.py;tests/test_astro_rendering.py;tests/test_bake_process_atomic_save.py;tests/test_copernicus_asset_integration.py;tests/test_copernicus_orthophoto.py;tests/test_copernicus_orthophoto_dialog.py;tests/test_data_layers_ui_contract.py;tests/test_geospatial_providers.py;tests/test_horizon_baker_coverage.py;tests/test_horizon_worker_bortle.py;tests/test_light_pollution_modes.py;tests/test_light_pollution_sampler_crs.py;tests/test_morell_puig_den_cama.py;tests/test_offscreen_functional_regressions.py;tests/test_process_canvas_interactions.py;tests/test_s2glc_download.py;tests/test_scope_ui_manager.py;tests/test_search_engine.py;tests/test_surface_mode_switch.py;tests/test_terrain_representation.py;tests/test_terrain_visibility_range.py;tests/test_worker_data_sources.py,Terrain domain models.,active_or_unconfirmed,REVIEW_PUBLIC_API,,0.85,Package public surface must be verified before changes.
TerraLab/terrain/domain/bands.py,python,4418,115,TerraLab.terrain,runtime,7,0,format_band_distance;generate_bands,,false,false,false,false,false,false,tests/terrain/test_bands.py;tests/test_adaptive_sampling.py;tests/test_astro_rendering.py;tests/test_bake_process_atomic_save.py;tests/test_geospatial_providers.py;tests/test_horizon_baker_coverage.py;tests/test_recovered_sky_features.py;tests/test_runtime_process_isolation.py;tests/test_s2glc_land_cover.py;tests/test_surface_lod_cache.py;tests/test_terrain_representation.py;tests/test_terrain_surface_render.py;tests/test_terrain_visibility_range.py;tests/test_worker_data_sources.py,Terrain distance-band generation and naming.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/terrain/domain/curvature.py,python,1228,43,TerraLab.terrain,runtime,3,0,apparent_elevation_degrees;apparent_elevation_radians,,false,false,false,false,false,false,tests/test_morell_puig_den_cama.py,Earth-curvature and refraction corrections.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/terrain/domain/profile.py,python,8143,208,TerraLab.terrain,runtime,10,3,HorizonProfile;build_flat_horizon_profile;limit_profile_radius,,true,false,false,false,false,false,tests/architecture/test_import_safety.py;tests/test_astro_rendering.py;tests/test_bake_process_atomic_save.py;tests/test_geospatial_providers.py;tests/test_offscreen_functional_regressions.py;tests/test_recovered_sky_features.py;tests/test_s2glc_land_cover.py;tests/test_surface_lod_cache.py;tests/test_surface_mode_switch.py;tests/test_terrain_representation.py;tests/test_terrain_surface_render.py;tests/test_terrain_visibility_range.py;tests/test_worker_data_sources.py,Terrain horizon profile domain model and invariants.,compatibility_risk,REFACTOR_IN_PLACE,,0.72,Contains compatibility/legacy/deprecation markers.
TerraLab/terrain/infrastructure/README.md,documentation,287,7,TerraLab.terrain,runtime,0,0,,,false,false,false,false,false,false,,TerraLab terrain runtime.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/terrain/infrastructure/__init__.py,python,39,1,TerraLab.terrain,runtime,0,0,,,false,false,false,false,false,false,tests/architecture/test_boundaries.py;tests/terrain/test_elevation_query.py;tests/terrain/test_tile_index.py;tests/terrain/test_vectorized_raycast.py;tests/test_assets_manager_data_sources.py;tests/test_astro_rendering.py;tests/test_bake_process_atomic_save.py;tests/test_copernicus_asset_integration.py;tests/test_copernicus_orthophoto.py;tests/test_copernicus_orthophoto_dialog.py;tests/test_data_layers_ui_contract.py;tests/test_geospatial_providers.py;tests/test_horizon_baker_coverage.py;tests/test_horizon_worker_bortle.py;tests/test_light_pollution_modes.py;tests/test_light_pollution_sampler_crs.py;tests/test_offscreen_functional_regressions.py;tests/test_process_canvas_interactions.py;tests/test_s2glc_download.py;tests/test_scope_ui_manager.py;tests/test_search_engine.py;tests/test_surface_mode_switch.py;tests/test_terrain_representation.py;tests/test_tile_cache_load_safety.py;tests/test_worker_data_sources.py,Terrain infrastructure adapters.,active_or_unconfirmed,REVIEW_PUBLIC_API,,0.85,Package public surface must be verified before changes.
TerraLab/terrain/infrastructure/dem_tiles.py,python,26730,723,TerraLab.terrain,runtime,6,3,DemSampler;TileCache;TileIndex,,false,false,false,true,false,false,tests/terrain/test_tile_index.py;tests/test_tile_cache_load_safety.py,"DEM tile indexing, loading, and sampling infrastructure.",compatibility_risk,REFACTOR_IN_PLACE,,0.72,Contains compatibility/legacy/deprecation markers. 7 broad exception handlers.
TerraLab/terrain/land_cover/README.md,documentation,251,7,TerraLab.terrain,runtime,0,0,,,false,false,false,false,false,false,,TerraLab terrain runtime.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/terrain/land_cover/__init__.py,python,314,15,TerraLab.terrain,runtime,0,1,,,true,false,false,false,false,false,tests/architecture/test_boundaries.py;tests/terrain/test_elevation_query.py;tests/terrain/test_vectorized_raycast.py;tests/test_assets_manager_data_sources.py;tests/test_astro_rendering.py;tests/test_bake_process_atomic_save.py;tests/test_copernicus_asset_integration.py;tests/test_copernicus_orthophoto.py;tests/test_copernicus_orthophoto_dialog.py;tests/test_data_layers_ui_contract.py;tests/test_geospatial_providers.py;tests/test_horizon_baker_coverage.py;tests/test_horizon_worker_bortle.py;tests/test_light_pollution_modes.py;tests/test_light_pollution_sampler_crs.py;tests/test_offscreen_functional_regressions.py;tests/test_process_canvas_interactions.py;tests/test_s2glc_download.py;tests/test_s2glc_land_cover.py;tests/test_scope_ui_manager.py;tests/test_search_engine.py;tests/test_surface_mode_switch.py;tests/test_terrain_representation.py;tests/test_worker_data_sources.py,Semantic land-cover registries and rendering helpers.,active_or_unconfirmed,REVIEW_PUBLIC_API,,0.85,Package public surface must be verified before changes.
TerraLab/terrain/land_cover/legends/README.md,documentation,282,7,TerraLab.terrain,runtime,0,0,,,false,false,false,false,false,false,,TerraLab terrain runtime.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/terrain/land_cover/legends/__init__.py,python,462,21,TerraLab.terrain,runtime,0,2,,,true,false,false,false,false,false,tests/architecture/test_boundaries.py;tests/terrain/test_elevation_query.py;tests/terrain/test_vectorized_raycast.py;tests/test_assets_manager_data_sources.py;tests/test_astro_rendering.py;tests/test_bake_process_atomic_save.py;tests/test_copernicus_asset_integration.py;tests/test_copernicus_orthophoto.py;tests/test_copernicus_orthophoto_dialog.py;tests/test_data_layers_ui_contract.py;tests/test_geospatial_providers.py;tests/test_horizon_baker_coverage.py;tests/test_horizon_worker_bortle.py;tests/test_light_pollution_modes.py;tests/test_light_pollution_sampler_crs.py;tests/test_offscreen_functional_regressions.py;tests/test_process_canvas_interactions.py;tests/test_s2glc_download.py;tests/test_s2glc_land_cover.py;tests/test_scope_ui_manager.py;tests/test_search_engine.py;tests/test_surface_mode_switch.py;tests/test_terrain_representation.py;tests/test_worker_data_sources.py,"Built-in, versioned land-cover legends.",active_or_unconfirmed,REVIEW_PUBLIC_API,,0.85,Package public surface must be verified before changes.
TerraLab/terrain/land_cover/legends/category_info.py,python,4078,94,TerraLab.terrain,runtime,4,1,LandCoverCategoryInfo;category_info,,true,false,false,true,false,false,tests/test_s2glc_land_cover.py,Localized semantic information for categorical land-cover values.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/terrain/land_cover/legends/s2glc.py,python,6907,160,TerraLab.terrain,runtime,6,0,LandCoverStyle;get_s2glc_style;s2glc_classes_to_rgba,,true,false,false,false,false,false,tests/test_data_sources.py;tests/test_s2glc_download.py;tests/test_s2glc_land_cover.py;tests/test_surface_lod_cache.py;tests/test_worker_data_sources.py,"Official S2GLC Europe 2017 semantic legend. The codes, English names and base RGB values below come from ``S2GLC_Europe_2017_v1.2_legend_and_version_info.txt`` embedded in the official categorical ZIP published by CBK PAN. They are delibera",active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/terrain/land_cover/visual_styles.py,python,2907,107,TerraLab.terrain,runtime,3,1,preserve_small_region;vibrant_land_cover_rgba,,true,false,false,true,false,false,tests/test_s2glc_land_cover.py,Alternative presentation palettes for semantic land-cover products. The source class identifiers and official colours remain immutable. These tables are only consulted by the renderer when the user selects Vibrant.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/terrain/light_pollution_query.py,python,1735,67,TerraLab.terrain,runtime,0,1,estimate_light_pollution;main,,false,false,false,false,false,false,tests/test_horizon_worker_bortle.py,TerraLab terrain runtime.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence. 1 broad exception handlers.
TerraLab/terrain/light_pollution_sampler.py,python,43579,1127,TerraLab.terrain,runtime,8,5,LightPollutionSampler;LightPollutionSamplerChain;create_light_pollution_sampler;snapshot_light_pollution_sources,,true,false,false,false,false,false,tests/test_light_pollution_sampler_crs.py;tests/test_light_pollution_sampler_spatial.py;tests/test_light_pollution_typed_chain.py;tests/test_terrain_representation.py,light_pollution_sampler.py Sampler for nighttime-lights rasters (DVNL-like products). Coordinate contract: - User input coordinates are always geographic lat/lon in EPSG:4326. - Terrain/horizon internal coordinates are EPSG:25831 meters. - ,oversized,SPLIT,,0.90,Productive module has 1127 lines (>800 target). 10 broad exception handlers.
TerraLab/terrain/mesh/README.md,documentation,228,6,TerraLab.terrain,runtime,0,0,,,false,false,false,false,false,false,,TerraLab terrain runtime.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/terrain/mesh/__init__.py,python,31,1,TerraLab.terrain,runtime,0,0,,,false,false,false,false,false,false,tests/architecture/test_boundaries.py;tests/terrain/test_elevation_query.py;tests/terrain/test_vectorized_raycast.py;tests/test_assets_manager_data_sources.py;tests/test_astro_rendering.py;tests/test_bake_process_atomic_save.py;tests/test_copernicus_asset_integration.py;tests/test_copernicus_orthophoto.py;tests/test_copernicus_orthophoto_dialog.py;tests/test_data_layers_ui_contract.py;tests/test_geospatial_providers.py;tests/test_horizon_baker_coverage.py;tests/test_horizon_worker_bortle.py;tests/test_light_pollution_modes.py;tests/test_light_pollution_sampler_crs.py;tests/test_offscreen_functional_regressions.py;tests/test_process_canvas_interactions.py;tests/test_s2glc_download.py;tests/test_scope_ui_manager.py;tests/test_search_engine.py;tests/test_surface_mode_switch.py;tests/test_terrain_render_pipeline.py;tests/test_terrain_representation.py;tests/test_worker_data_sources.py,Terrain mesh algorithms.,active_or_unconfirmed,REVIEW_PUBLIC_API,,0.85,Package public surface must be verified before changes.
TerraLab/terrain/mesh/elevation_field.py,python,1348,37,TerraLab.terrain,runtime,1,0,PolarElevationField,,false,false,false,false,false,false,,Immutable polar elevation field used by terrain raycasting.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/terrain/mesh/normals.py,python,3915,121,TerraLab.terrain,runtime,4,0,compute_polar_mesh_normals,,false,false,false,false,false,false,tests/test_astro_rendering.py;tests/test_terrain_render_pipeline.py;tests/test_terrain_surface_render.py,Vectorized normal generation for polar terrain meshes.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/terrain/overlay.py,python,1006,36,TerraLab.terrain,runtime,4,1,HorizonOverlay,,false,false,false,false,false,true,tests/test_astro_rendering.py;tests/test_diffuse_noise.py;tests/test_milky_way.py;tests/test_terrain_surface_render.py,Qt terrain overlay controller composed from focused responsibilities.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/terrain/overlay_mixins/README.md,documentation,338,8,TerraLab.terrain,runtime,0,0,,,false,false,false,false,false,false,,TerraLab terrain runtime.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/terrain/overlay_mixins/__init__.py,python,1020,27,TerraLab.terrain,runtime,1,0,,,true,false,false,false,false,false,tests/architecture/test_boundaries.py;tests/terrain/test_elevation_query.py;tests/terrain/test_vectorized_raycast.py;tests/test_assets_manager_data_sources.py;tests/test_astro_rendering.py;tests/test_bake_process_atomic_save.py;tests/test_copernicus_asset_integration.py;tests/test_copernicus_orthophoto.py;tests/test_copernicus_orthophoto_dialog.py;tests/test_data_layers_ui_contract.py;tests/test_geospatial_providers.py;tests/test_horizon_baker_coverage.py;tests/test_horizon_worker_bortle.py;tests/test_light_pollution_modes.py;tests/test_light_pollution_sampler_crs.py;tests/test_offscreen_functional_regressions.py;tests/test_process_canvas_interactions.py;tests/test_s2glc_download.py;tests/test_scope_ui_manager.py;tests/test_search_engine.py;tests/test_surface_mode_switch.py;tests/test_terrain_representation.py;tests/test_worker_data_sources.py,Focused terrain overlay controller mixins.,active_or_unconfirmed,REVIEW_PUBLIC_API,,0.85,Package public surface must be verified before changes.
TerraLab/terrain/overlay_mixins/band_draw.py,python,21209,593,TerraLab.terrain,runtime,0,5,OverlayBandDrawMixin,,true,false,false,false,false,true,,Profile-band geometry and non-relief surface drawing.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence. 1 broad exception handlers.
TerraLab/terrain/overlay_mixins/category_hit_test.py,python,18800,479,TerraLab.terrain,runtime,0,3,OverlayCategoryHitTestMixin,,true,false,false,false,false,true,,Surface-category hit testing and cached profile polygons.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/terrain/overlay_mixins/draw_dispatch.py,python,23729,630,TerraLab.terrain,runtime,0,6,OverlayDrawDispatchMixin,,true,false,false,false,false,true,,Top-level terrain draw dispatch and frame mode selection.,compatibility_risk,REFACTOR_IN_PLACE,,0.72,Contains compatibility/legacy/deprecation markers. 2 broad exception handlers.
TerraLab/terrain/overlay_mixins/fallback.py,python,17216,488,TerraLab.terrain,runtime,0,5,OverlayFallbackMixin,,true,false,false,false,false,true,tests/terrain/test_tile_index.py;tests/test_config.py;tests/test_copernicus_orthophoto.py;tests/test_data_layers_ui_contract.py;tests/test_data_sources.py;tests/test_geospatial_providers.py;tests/test_light_pollution_typed_chain.py;tests/test_terrain_representation.py,Procedural fallback ground and vectorized ridge fills.,compatibility_risk,REFACTOR_IN_PLACE,,0.72,Contains compatibility/legacy/deprecation markers.
TerraLab/terrain/overlay_mixins/interpolated_material.py,python,19066,519,TerraLab.terrain,runtime,0,8,OverlayInterpolatedMaterialMixin,,false,false,false,false,false,true,,Screen-space interpolation of terrain materials.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/terrain/overlay_mixins/light_context.py,python,21927,557,TerraLab.terrain,runtime,0,5,OverlayLightContextMixin,,true,false,false,false,false,false,tests/test_terrain_surface_render.py,Celestial light context and immutable render-asset preparation.,compatibility_risk,REFACTOR_IN_PLACE,,0.72,Contains compatibility/legacy/deprecation markers. 1 broad exception handlers.
TerraLab/terrain/overlay_mixins/lighting_cache.py,python,22140,561,TerraLab.terrain,runtime,0,5,OverlayLightingCacheMixin,,true,false,false,false,false,false,,Terrain lighting grids and byte-bounded material caches.,compatibility_risk,REFACTOR_IN_PLACE,,0.72,Contains compatibility/legacy/deprecation markers.
TerraLab/terrain/overlay_mixins/materials.py,python,22894,649,TerraLab.terrain,runtime,0,7,OverlayMaterialBuildMixin,,false,false,false,false,false,true,tests/test_geospatial_providers.py;tests/test_terrain_render_pipeline.py;tests/test_terrain_surface_render.py,"Terrain base materials, atmospheric composition, and brushes.",compatibility_risk,REFACTOR_IN_PLACE,,0.72,Contains compatibility/legacy/deprecation markers.
TerraLab/terrain/overlay_mixins/profile_cache.py,python,24311,633,TerraLab.terrain,runtime,0,8,OverlayProfileCacheMixin,,true,false,false,false,false,true,,"Overlay lifecycle, profile ownership, and category cache access.",compatibility_risk,REFACTOR_IN_PLACE,,0.72,Contains compatibility/legacy/deprecation markers. 2 broad exception handlers.
TerraLab/terrain/overlay_mixins/projection_geometry.py,python,25093,623,TerraLab.terrain,runtime,0,5,OverlayProjectionGeometryMixin,,true,false,false,false,false,true,,Projected relief geometry and visible-triangle construction.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/terrain/overlay_mixins/triangle_paint.py,python,26519,656,TerraLab.terrain,runtime,0,7,OverlayTrianglePaintMixin,,false,false,false,false,false,true,,Z-buffered triangle painting and reusable polygon geometry.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/terrain/persistence/README.md,documentation,279,7,TerraLab.terrain,runtime,0,0,,,false,false,false,false,false,false,,TerraLab terrain runtime.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/terrain/persistence/__init__.py,python,36,1,TerraLab.terrain,runtime,0,0,,,false,false,false,false,false,false,tests/architecture/test_boundaries.py;tests/terrain/test_elevation_query.py;tests/terrain/test_vectorized_raycast.py;tests/test_assets_manager_data_sources.py;tests/test_astro_rendering.py;tests/test_bake_process_atomic_save.py;tests/test_copernicus_asset_integration.py;tests/test_copernicus_orthophoto.py;tests/test_copernicus_orthophoto_dialog.py;tests/test_data_layers_ui_contract.py;tests/test_geospatial_providers.py;tests/test_horizon_baker_coverage.py;tests/test_horizon_worker_bortle.py;tests/test_light_pollution_modes.py;tests/test_light_pollution_sampler_crs.py;tests/test_offscreen_functional_regressions.py;tests/test_process_canvas_interactions.py;tests/test_s2glc_download.py;tests/test_scope_ui_manager.py;tests/test_search_engine.py;tests/test_surface_mode_switch.py;tests/test_terrain_representation.py;tests/test_terrain_visibility_range.py;tests/test_worker_data_sources.py,Terrain persistence adapters.,active_or_unconfirmed,REVIEW_PUBLIC_API,,0.85,Package public surface must be verified before changes.
TerraLab/terrain/persistence/profile_npz.py,python,11900,318,TerraLab.terrain,runtime,8,3,load_profile;save_profile,,false,false,false,false,false,false,tests/test_astro_rendering.py;tests/test_terrain_representation.py;tests/test_terrain_visibility_range.py,Pickle-free NPZ persistence for terrain horizon profiles.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/terrain/providers/README.md,documentation,428,11,TerraLab.terrain,runtime,0,0,,,false,false,false,false,false,false,,TerraLab terrain runtime.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/terrain/providers/__init__.py,python,1031,41,TerraLab.terrain,runtime,22,1,,,true,false,false,false,false,false,tests/architecture/test_boundaries.py;tests/terrain/test_elevation_query.py;tests/terrain/test_raster_windows.py;tests/terrain/test_tile_index.py;tests/terrain/test_vectorized_raycast.py;tests/test_assets_manager_data_sources.py;tests/test_astro_rendering.py;tests/test_bake_process_atomic_save.py;tests/test_copernicus_asset_integration.py;tests/test_copernicus_orthophoto.py;tests/test_copernicus_orthophoto_dialog.py;tests/test_data_layers_ui_contract.py;tests/test_geospatial_providers.py;tests/test_horizon_baker_coverage.py;tests/test_horizon_worker_bortle.py;tests/test_light_pollution_modes.py;tests/test_light_pollution_sampler_crs.py;tests/test_morell_puig_den_cama.py;tests/test_offscreen_functional_regressions.py;tests/test_onboarding_dem_autolocation.py;tests/test_process_canvas_interactions.py;tests/test_providers.py;tests/test_s2glc_download.py;tests/test_s2glc_land_cover.py;tests/test_scope_ui_manager.py;tests/test_search_engine.py;tests/test_surface_mode_switch.py;tests/test_terrain_representation.py;tests/test_worker_data_sources.py,Stable terrain elevation provider API.,active_or_unconfirmed,REVIEW_PUBLIC_API,,0.85,Package public surface must be verified before changes.
TerraLab/terrain/providers/asc_provider.py,python,13963,350,TerraLab.terrain,runtime,1,6,AscRasterProvider,,true,false,false,false,true,false,,ASC and NPY-backed terrain elevation provider.,compatibility_risk,REFACTOR_IN_PLACE,,0.72,Contains compatibility/legacy/deprecation markers. 2 broad exception handlers.
TerraLab/terrain/providers/chain.py,python,6540,176,TerraLab.terrain,runtime,0,5,ElevationProviderChain;create_elevation_provider;create_raster_provider,,true,false,false,false,false,false,tests/test_data_sources.py;tests/test_surface_lod_cache.py,Elevation provider chain and construction factory.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
TerraLab/terrain/providers/common.py,python,10487,312,TerraLab.terrain,runtime,6,3,ElevationBatch;RasterMetadata;RasterProvider;RasterSamplingCancelled;resolve_primary_dem_tiff_path,,true,false,false,true,false,false,tests/architecture/test_boundaries.py;tests/architecture/test_import_safety.py;tests/common/test_cache.py;tests/common/test_cancellation.py;tests/common/test_exception_reporting.py;tests/common/test_performance_budget.py;tests/data/test_gaia_process_pipeline.py;tests/test_assets_manager_data_sources.py;tests/test_config.py;tests/test_copernicus_asset_integration.py;tests/test_data_library.py;tests/test_data_sources.py;tests/test_deprecated_registry.py;tests/test_design_system.py;tests/test_morell_puig_den_cama.py;tests/test_onboarding_dem_autolocation.py;tests/test_s2glc_download.py;tests/test_s2glc_land_cover.py;tests/test_surface_lod_cache.py;tests/test_terrain_surface_render.py,"Terrain raster provider contracts, metadata, and source helpers.",compatibility_risk,REFACTOR_IN_PLACE,,0.72,Contains compatibility/legacy/deprecation markers. 3 broad exception handlers.
TerraLab/terrain/providers/geotiff_provider.py,python,18006,502,TerraLab.terrain,runtime,1,5,GeoTiffElevationProvider;LegacyTiffRasterWindowProvider;TiffRasterWindowProvider,,true,false,false,false,false,false,,GeoTIFF terrain elevation providers.,compatibility_risk,REFACTOR_IN_PLACE,,0.72,Contains compatibility/legacy/deprecation markers. 3 broad exception handlers.
TerraLab/terrain/providers/raster_dataset.py,python,44637,1010,TerraLab.terrain,runtime,2,5,,,true,false,false,true,true,false,,Bounded raster dataset access and coordinate sampling.,compatibility_risk,SPLIT,,0.90,Productive module has 1010 lines (>800 target). 5 broad exception handlers.
TerraLab/terrain/ray_precision.py,python,119,3,TerraLab.terrain,runtime,5,1,,,false,false,false,false,false,false,tests/test_ray_precision.py,Compatibility exports for ray-precision data contracts.,compatibility_risk,REFACTOR_IN_PLACE,,0.72,Contains compatibility/legacy/deprecation markers.
TerraLab/terrain/raycast/README.md,documentation,263,7,TerraLab.terrain,runtime,0,0,,,false,false,false,false,false,false,,TerraLab terrain runtime.,active_or_unconfirmed,KEEP,,0.75,No confirmed replacement or deletion evidence.
